id,text,label,issue_type,sub_issue,raw_label,anchor_source,source_row_id
sheet1_r313_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,313
sheet1_r313_baby,P_TAIWAN_PASS,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,313
sheet1_r313_combined,Wrong custom field id configured || P_TAIWAN_PASS,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,313
sheet1_r314_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,314
sheet1_r314_baby,P_TELPHONE,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,314
sheet1_r314_combined,Wrong custom field id configured || P_TELPHONE,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,314
sheet1_r315_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,315
sheet1_r315_baby,P_TELPHONE_AREA_CODE,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,315
sheet1_r315_combined,Wrong custom field id configured || P_TELPHONE_AREA_CODE,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,315
sheet1_r316_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,316
sheet1_r316_baby,address,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,316
sheet1_r316_combined,Wrong custom field id configured || address,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,316
sheet1_r317_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,317
sheet1_r317_baby,dateOfBirth,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,317
sheet1_r317_combined,Wrong custom field id configured || dateOfBirth,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,317
sheet1_r318_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,318
sheet1_r318_baby,nationality,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,318
sheet1_r318_combined,Wrong custom field id configured || nationality,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,318
sheet1_r319_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,319
sheet1_r319_baby,personalIdNumber,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,319
sheet1_r319_combined,Wrong custom field id configured || personalIdNumber,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,319
sheet1_r320_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,320
sheet1_r320_baby,pickupPlaceDescription,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,320
sheet1_r320_combined,Wrong custom field id configured || pickupPlaceDescription,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,320
sheet1_r321_parent,custom_field pk,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,321
sheet1_r321_baby,values are invalid,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,321
sheet1_r321_combined,custom_field pk || values are invalid,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,321
sheet1_r322_parent,wrong_dropdown_option_id,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,322
sheet1_r323_parent,Unable to parse,Custom Field > Format Issue,Custom Field,Format Issue,Custom Field > Format Issue,parent,323
sheet1_r323_baby,date in an invalid format,Custom Field > Format Issue,Custom Field,Format Issue,Custom Field > Format Issue,baby,323
sheet1_r323_combined,Unable to parse || date in an invalid format,Custom Field > Format Issue,Custom Field,Format Issue,Custom Field > Format Issue,combined,323
sheet1_r324_parent,custom field ID,Custom Field > Missing Dropdown Values,Custom Field,Missing Dropdown Values,Custom Field > Missing Dropdown Values,parent,324
sheet1_r324_baby,Not able to find answer/value,Custom Field > Missing Dropdown Values,Custom Field,Missing Dropdown Values,Custom Field > Missing Dropdown Values,baby,324
sheet1_r324_combined,custom field ID || Not able to find answer/value,Custom Field > Missing Dropdown Values,Custom Field,Missing Dropdown Values,Custom Field > Missing Dropdown Values,combined,324
sheet1_r325_parent,custom_field pk,Custom Field > Missing Dropdown Values,Custom Field,Missing Dropdown Values,Custom Field > Missing Dropdown Values,parent,325
sheet1_r325_baby,The value,Custom Field > Missing Dropdown Values,Custom Field,Missing Dropdown Values,Custom Field > Missing Dropdown Values,baby,325
sheet1_r325_combined,custom_field pk || The value,Custom Field > Missing Dropdown Values,Custom Field,Missing Dropdown Values,Custom Field > Missing Dropdown Values,combined,325
sheet1_r326_parent,Booking failed bookingId,Custom Field > Unknown,Custom Field,Unknown,Custom Field > Unknown,parent,326
sheet1_r326_baby,MISSING_FIELD:UNKNOW,Custom Field > Unknown,Custom Field,Unknown,Custom Field > Unknown,baby,326
sheet1_r326_combined,Booking failed bookingId || MISSING_FIELD:UNKNOW,Custom Field > Unknown,Custom Field,Unknown,Custom Field > Unknown,combined,326
sheet1_r327_parent,Invalid option for tel_country_code,Custom Field > Custom Field Values mismatch,Custom Field,Custom Field Values mismatch,Custom Field > Custom Field Values mismatch,parent,327
sheet1_r329_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,329
sheet1_r329_baby,520,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,329
sheet1_r329_combined,unreserved_orders || 520,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,329
sheet1_r330_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,330
sheet1_r330_baby,Failed to get a generic adapter Reserve result,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,330
sheet1_r330_combined,unreserved_orders || Failed to get a generic adapter Reserve result,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,330
sheet1_r331_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,331
sheet1_r331_baby,Invalid quantity,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,331
sheet1_r331_combined,unreserved_orders || Invalid quantity,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,331
sheet1_r332_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,332
sheet1_r332_baby,No inventory found to match request,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,332
sheet1_r332_combined,unreserved_orders || No inventory found to match request,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,332
sheet1_r333_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,333
sheet1_r333_baby,Non-matching seats requested for two-part order,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,333
sheet1_r333_combined,unreserved_orders || Non-matching seats requested for two-part order,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,333
sheet1_r334_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,334
sheet1_r334_baby,One or more of the seats you requested is no longer available,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,334
sheet1_r334_combined,unreserved_orders || One or more of the seats you requested is no longer available,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,334
sheet1_r335_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,335
sheet1_r335_baby,One or more of the selected seats is not available,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,335
sheet1_r335_combined,unreserved_orders || One or more of the selected seats is not available,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,335
sheet1_r336_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,336
sheet1_r336_baby,Performance List is not coming as expected for event,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,336
sheet1_r336_combined,unreserved_orders || Performance List is not coming as expected for event,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,336
sheet1_r337_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,337
sheet1_r337_baby,Request synthesis failed,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,337
sheet1_r337_combined,unreserved_orders || Request synthesis failed,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,337
sheet1_r338_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,338
sheet1_r338_baby,This Performance or Package is not for sale in this MOS,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,338
sheet1_r338_combined,unreserved_orders || This Performance or Package is not for sale in this MOS,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,338
sheet1_r339_parent,unreserved_orders,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,parent,339
sheet1_r339_baby,input_contained_unavailable_order,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,baby,339
sheet1_r339_combined,unreserved_orders || input_contained_unavailable_order,Seatmap > Current Slot Unavailable,Seatmap,Current Slot Unavailable,Seatmap > Current Slot Unavailable,combined,339
sheet1_r341_parent,Failed to buy tickets as session expired from broadway,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,parent,341
sheet1_r341_baby,book it manually from the portal,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,baby,341
sheet1_r341_combined,Failed to buy tickets as session expired from broadway || book it manually from the portal,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,combined,341
sheet1_r342_parent,Service Unavailable,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,parent,342
sheet1_r343_parent,unreserved_orders,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,parent,343
sheet1_r343_baby,Endpoint request timed out,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,baby,343
sheet1_r343_combined,unreserved_orders || Endpoint request timed out,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,combined,343
sheet1_r344_parent,unreserved_orders,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,parent,344
sheet1_r344_baby,System is marked as broken,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,baby,344
sheet1_r344_combined,unreserved_orders || System is marked as broken,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,combined,344
sheet1_r345_parent,unreserved_orders,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,parent,345
sheet1_r345_baby,Test connection failed,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,baby,345
sheet1_r345_combined,unreserved_orders || Test connection failed,Seatmap > Timeout,Seatmap,Timeout,Seatmap > Timeout,combined,345
sheet1_r346_parent,One or more of the seats you requested is no longer available,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,parent,346
sheet1_r347_parent,cannot leave behind stranded single,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,parent,347
sheet1_r348_parent,select a different seat so that no seat feels lonely,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,parent,348
sheet1_r349_parent,single seat. Please select different seats,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,parent,349
sheet1_r350_parent,unreserved_orders,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,parent,350
sheet1_r350_baby,Event requires contiguous seats,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,baby,350
sheet1_r350_combined,unreserved_orders || Event requires contiguous seats,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,combined,350
sheet1_r351_parent,unreserved_orders,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,parent,351
sheet1_r351_baby,This seat combination would leave single seats,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,baby,351
sheet1_r351_combined,unreserved_orders || This seat combination would leave single seats,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,combined,351
sheet1_r352_parent,unreserved_orders,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,parent,352
sheet1_r352_baby,leave one or more single seats,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,baby,352
sheet1_r352_combined,unreserved_orders || leave one or more single seats,Seatmap > Single Seat Issue,Seatmap,Single Seat Issue,Seatmap > Single Seat Issue,combined,352
sheet1_r353_parent,BadRequest,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,parent,353
sheet1_r353_baby,Please enter a valid email address,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,baby,353
sheet1_r353_combined,BadRequest || Please enter a valid email address,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,combined,353
sheet1_r354_parent,broadway-reserve-bookingId,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,parent,354
sheet1_r354_baby,not found in redis,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,baby,354
sheet1_r354_combined,broadway-reserve-bookingId || not found in redis,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,combined,354
sheet1_r355_parent,not found in redis and cannot fetch reserveSessionId,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,parent,355
sheet1_r355_baby,Please book it manually from the portal,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,baby,355
sheet1_r355_combined,not found in redis and cannot fetch reserveSessionId || Please book it manually from the portal,Seatmap > Book Manually,Seatmap,Book Manually,Seatmap > Book Manually,combined,355
sheet1_r356_parent,Failed to get seat metadata,Seatmap > Unknown,Seatmap,Unknown,Seatmap > Unknown,parent,356
sheet1_r357_parent,unreserved_orders,Seatmap > Unknown,Seatmap,Unknown,Seatmap > Unknown,parent,357
sheet1_r358_parent,unreserved_orders,Seatmap > Unknown,Seatmap,Unknown,Seatmap > Unknown,parent,358
sheet1_r358_baby,Best available mode not enabled,Seatmap > Unknown,Seatmap,Unknown,Seatmap > Unknown,baby,358
sheet1_r358_combined,unreserved_orders || Best available mode not enabled,Seatmap > Unknown,Seatmap,Unknown,Seatmap > Unknown,combined,358
sheet1_r359_parent,unreserved_orders,Seatmap > Unknown,Seatmap,Unknown,Seatmap > Unknown,parent,359
sheet1_r359_baby,Sale mode is 'blocked,Seatmap > Unknown,Seatmap,Unknown,Seatmap > Unknown,baby,359
sheet1_r359_combined,unreserved_orders || Sale mode is 'blocked,Seatmap > Unknown,Seatmap,Unknown,Seatmap > Unknown,combined,359
sheet1_r360_parent,A seat requested is not eligible for the provided (or default) promotion,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,parent,360
sheet1_r361_parent,Failed to create basket and add items,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,parent,361
sheet1_r362_parent,Failed to create basket and add items,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,parent,362
sheet1_r362_baby,400,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,baby,362
sheet1_r362_combined,Failed to create basket and add items || 400,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,combined,362
sheet1_r363_parent,Failed to create basket and add items,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,parent,363
sheet1_r363_baby,409,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,baby,363
sheet1_r363_combined,Failed to create basket and add items || 409,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,combined,363
sheet1_r364_parent,Failed to create basket and add items,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,parent,364
sheet1_r364_baby,502,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,baby,364
sheet1_r364_combined,Failed to create basket and add items || 502,Seatmap > Seats UA,Seatmap,Seats UA,Seatmap > Seats UA,combined,364
sheet1_r365_parent,Failed to create basket and add items,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,parent,365
sheet1_r365_baby,ModelNotFoundError,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,baby,365
sheet1_r365_combined,Failed to create basket and add items || ModelNotFoundError,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,combined,365
sheet1_r366_parent,Failed to create basket and add items,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,parent,366
sheet1_r366_baby,Seat is not available,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,baby,366
sheet1_r366_combined,Failed to create basket and add items || Seat is not available,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,combined,366
sheet1_r367_parent,Failed to create basket and add items,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,parent,367
sheet1_r367_baby,Unknown Error,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,baby,367
sheet1_r367_combined,Failed to create basket and add items || Unknown Error,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,combined,367
sheet1_r368_parent,unreserved_orders,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,parent,368
sheet1_r368_baby,Capacity hold has expired,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,baby,368
sheet1_r368_combined,unreserved_orders || Capacity hold has expired,Seatmap > Booking Delayed,Seatmap,Booking Delayed,Seatmap > Booking Delayed,combined,368
sheet1_r369_parent,Seat not found for vendorBookable,Seatmap > Inventory Issue,Seatmap,Inventory Issue,Seatmap > Inventory Issue,parent,369
sheet1_r370_parent,Failed to checkout,Seatmap > Seat Validation Issue,Seatmap,Seat Validation Issue,Seatmap > Seat Validation Issue,parent,370
sheet1_r372_parent,Invalid vendor product code,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,372
sheet1_r372_baby,ADULT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,372
sheet1_r372_combined,Invalid vendor product code || ADULT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,372
sheet1_r373_parent,Invalid vendor product code,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,373
sheet1_r373_baby,CHILD,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,373
sheet1_r373_combined,Invalid vendor product code || CHILD,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,373
sheet1_r374_parent,Invalid vendor product code,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,374
sheet1_r374_baby,GENERAL,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,374
sheet1_r374_combined,Invalid vendor product code || GENERAL,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,374
sheet1_r375_parent,Invalid vendor product code,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,375
sheet1_r375_baby,YOUTH,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,375
sheet1_r375_combined,Invalid vendor product code || YOUTH,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,375
sheet1_r376_parent,Missing custom field with id,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,376
sheet1_r376_baby,CHILD,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,376
sheet1_r376_combined,Missing custom field with id || CHILD,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,376
sheet1_r377_parent,No Person Type mapping found,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,377
sheet1_r377_baby,ADULT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,377
sheet1_r377_combined,No Person Type mapping found || ADULT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,377
sheet1_r378_parent,No Person Type mapping found,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,378
sheet1_r378_baby,GENERAL,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,378
sheet1_r378_combined,No Person Type mapping found || GENERAL,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,378
sheet1_r379_parent,No Person Type mapping found,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,379
sheet1_r379_baby,INFANT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,379
sheet1_r379_combined,No Person Type mapping found || INFANT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,379
sheet1_r380_parent,PaxType to BandCode mapping,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,380
sheet1_r381_parent,Please add custom field mapping,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,381
sheet1_r381_baby,country,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,381
sheet1_r381_combined,Please add custom field mapping || country,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,381
sheet1_r382_parent,Product id for paxtype,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,382
sheet1_r382_baby,ADULT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,382
sheet1_r382_combined,Product id for paxtype || ADULT,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,382
sheet1_r383_parent,Product id for paxtype,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,383
sheet1_r383_baby,ADULT_DOUBLE_CABIN,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,383
sheet1_r383_combined,Product id for paxtype || ADULT_DOUBLE_CABIN,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,383
sheet1_r384_parent,Product id for paxtype,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,384
sheet1_r384_baby,CHILD,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,baby,384
sheet1_r384_combined,Product id for paxtype || CHILD,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,combined,384
sheet1_r385_parent,Product id for paxtype,Set Up Issue > Pax Mapping Mismatch,Set Up Issue,Pax Mapping Mismatch,Set Up Issue > Pax Mapping Mismatch,parent,385
